0100,0101,0.37
0101,0010,-0.43
0010,0111,0.18
0111,0001,-5.34
0001,1000,0.07
1000,0000,-0.2
0000,0000,0.28
0000,0000,-0.24
0000,1101,0.36
1101,1101,0.13
1101,0101,-0.22
0101,1011,5.69
1011,0000,7.89
